,GENE,POS
3912,ENSG00000225591,"[173710813, 173711067]"
1390,ENSG00000252146,"[44798777, 44798850]"
4833,ENSG00000143799,"[226548392, 226595780]"
3914,ENSG00000120334,"[173768688, 173793858]"
1952,ENSG00000251825,"[73657287, 73657538]"
4162,ENSG00000116711,"[186798085, 186958113]"
2915,ENSG00000272443,"[146917312, 146917866]"
2342,ENSG00000201491,"[100250296, 100250441]"
4209,ENSG00000127074,"[192605275, 192629390]"
245,ENSG00000253022,"[6600914, 6601024]"
1439,ENSG00000225447,"[46111488, 46111869]"
1022,ENSG00000142910,"[32042116, 32053288]"
3233,ENSG00000203784,"[153175919, 153177596]"
411,ENSG00000239149,"[12567300, 12567451]"
2261,ENSG00000229842,"[94390962, 94391628]"
1062,ENSG00000229259,"[32888815, 32892390]"
4212,ENSG00000226814,"[192769701, 192770271]"
5257,ENSG00000135747,"[247108849, 247242113]"
4343,ENSG00000249007,"[201980498, 201984785]"
3561,ENSG00000237409,"[159990090, 159990517]"
665,ENSG00000075151,"[21132963, 21503377]"
5287,ENSG00000198452,"[247782945, 247783872]"
4991,ENSG00000162946,"[231762561, 232177018]"
4188,ENSG00000162670,"[190066792, 190446759]"
5297,ENSG00000196772,"[247978102, 247979031]"
114,ENSG00000205116,"[1361508, 1363167]"
3989,ENSG00000273062,"[178693441, 178695420]"
2302,ENSG00000228971,"[95975672, 96247898]"
2477,ENSG00000116299,"[109656301, 109749401]"
3250,ENSG00000238279,"[153506079, 153507591]"
118,ENSG00000160072,"[1407143, 1433228]"
1981,ENSG00000117054,"[76190036, 76253260]"
2180,ENSG00000162664,"[90460671, 90501090]"
162,ENSG00000272420,"[2294500, 2295067]"
263,ENSG00000270171,"[7753184, 7754904]"
4342,ENSG00000163435,"[201977073, 201986316]"
775,ENSG00000232298,"[24634046, 24648391]"
4648,ENSG00000224584,"[214786303, 214786741]"
5050,ENSG00000054267,"[235294949, 235491534]"
4676,ENSG00000212610,"[218715033, 218715241]"
4473,ENSG00000227687,"[205904256, 205904896]"
651,ENSG00000090432,"[20825943, 20834654]"
3723,ENSG00000206990,"[165631822, 165631924]"
4839,ENSG00000143772,"[226819391, 226927024]"
1170,ENSG00000230214,"[37095936, 37096458]"
4937,ENSG00000230331,"[229560767, 229561397]"
3011,ENSG00000233430,"[149305910, 149313076]"
5307,ENSG00000224830,"[248102275, 248102961]"
3874,ENSG00000271459,"[171724943, 171725463]"
5301,ENSG00000162722,"[248020501, 248041507]"
1368,ENSG00000237950,"[44410042, 44412223]"
897,ENSG00000142733,"[27681675, 27693383]"
928,ENSG00000158156,"[28285973, 28294607]"
4772,ENSG00000212157,"[224163848, 224163951]"
14,ENSG00000241860,"[141474, 173862]"
2548,ENSG00000252760,"[111584456, 111584547]"
967,ENSG00000233427,"[29196995, 29203848]"
1106,ENSG00000221053,"[34641467, 34641550]"
4919,ENSG00000212237,"[228783659, 228783779]"
4336,ENSG00000134375,"[201924619, 201939789]"
3968,ENSG00000198797,"[177140633, 177251558]"
1254,ENSG00000202222,"[40347238, 40347350]"
2648,ENSG00000052723,"[115312100, 115323306]"
2923,ENSG00000234482,"[147229426, 147230517]"
4780,ENSG00000143756,"[224301789, 224349749]"
4264,ENSG00000223881,"[198566854, 198567998]"
5310,ENSG00000237492,"[248138043, 248138955]"
1639,ENSG00000226754,"[53704282, 53708455]"
1133,ENSG00000227409,"[35824423, 35831678]"
5012,ENSG00000265744,"[233759898, 233759965]"
3519,ENSG00000163565,"[158969758, 159024945]"
1878,ENSG00000162594,"[67632083, 67725662]"
271,ENSG00000049249,"[7979907, 8000926]"
1473,ENSG00000228237,"[47139708, 47157770]"
1547,ENSG00000252825,"[51215968, 51216025]"
4310,ENSG00000116857,"[201103900, 201140702]"
4995,ENSG00000236372,"[232310678, 232315859]"
4440,ENSG00000252946,"[204873875, 204873946]"
838,ENSG00000197245,"[26485511, 26489119]"
2195,ENSG00000241318,"[92000223, 92001150]"
1835,ENSG00000238653,"[64850081, 64850142]"
412,ENSG00000229484,"[12587766, 12588462]"
1712,ENSG00000234810,"[56046710, 56200675]"
4438,ENSG00000251861,"[204697119, 204697234]"
2795,ENSG00000229683,"[142799587, 142799739]"
2221,ENSG00000201317,"[93166376, 93166491]"
377,ENSG00000224338,"[11485314, 11485878]"
1491,ENSG00000162367,"[47681962, 47697892]"
738,ENSG00000271420,"[23704873, 23705522]"
3377,ENSG00000271267,"[155535841, 155536097]"
3615,ENSG00000162755,"[161068151, 161070136]"
4936,ENSG00000252051,"[229546247, 229546514]"
52,ENSG00000269831,"[738532, 739137]"
4114,ENSG00000207080,"[184284792, 184284899]"
2269,ENSG00000264963,"[94616294, 94616610]"
3094,ENSG00000143457,"[150618701, 150669630]"
1389,ENSG00000233602,"[44709080, 44709945]"
3188,ENSG00000227415,"[152346430, 152417932]"
3478,ENSG00000236957,"[157894855, 157918861]"
3433,ENSG00000160818,"[156564279, 156571288]"
4191,ENSG00000241505,"[190449509, 190463427]"
2309,ENSG00000234422,"[96884150, 96884489]"
3222,ENSG00000252920,"[152984958, 152985090]"
2590,ENSG00000134245,"[113009163, 113072787]"
1632,ENSG00000162383,"[53552855, 53608289]"
4275,ENSG00000231718,"[199117726, 199362435]"
3174,ENSG00000229021,"[151967007, 152015250]"
4812,ENSG00000242861,"[226028584, 226034223]"
2976,ENSG00000227212,"[148574653, 148575051]"
4280,ENSG00000231984,"[199721619, 199722018]"
467,ENSG00000259961,"[13839715, 13842765]"
5119,ENSG00000227854,"[239216048, 239216203]"
903,ENSG00000241169,"[27783709, 27786093]"
5094,ENSG00000119285,"[236712305, 236767804]"
71,ENSG00000188290,"[934342, 935552]"
3217,ENSG00000163207,"[152881021, 152884362]"
1898,ENSG00000263542,"[68523860, 68523945]"
3995,ENSG00000232750,"[179004444, 179004787]"
1207,ENSG00000212541,"[38457134, 38457241]"
2077,ENSG00000271576,"[84542014, 84543614]"
1590,ENSG00000134717,"[52521797, 52556388]"
2844,ENSG00000254539,"[144833168, 144835867]"
2205,ENSG00000189195,"[92545862, 92613393]"
2980,ENSG00000271439,"[148616292, 148616578]"
658,ENSG00000244038,"[20978270, 20988000]"
63,ENSG00000223764,"[852245, 856396]"
1838,ENSG00000162437,"[65210778, 65298915]"
4000,ENSG00000212338,"[179165608, 179165714]"
3036,ENSG00000252925,"[149671723, 149671868]"
454,ENSG00000228229,"[13429634, 13430113]"
402,ENSG00000243539,"[12096799, 12097071]"
1472,ENSG00000186118,"[47134527, 47139266]"
677,ENSG00000236009,"[21742391, 21743985]"
3356,ENSG00000236263,"[155180942, 155183610]"
1616,ENSG00000206627,"[53270780, 53270884]"
1251,ENSG00000261798,"[40254648, 40255843]"
1983,ENSG00000137955,"[76251879, 76260764]"
3425,ENSG00000116604,"[156433519, 156470620]"
4918,ENSG00000200370,"[228781787, 228781905]"
3843,ENSG00000225545,"[170556390, 170557377]"
1033,ENSG00000269967,"[32317514, 32387442]"
174,ENSG00000238164,"[2481359, 2488470]"
939,ENSG00000215902,"[28527013, 28527152]"
3102,ENSG00000200175,"[150785067, 150785174]"
4787,ENSG00000221406,"[224444706, 224444843]"
2587,ENSG00000234388,"[112905903, 112906203]"
334,ENSG00000162444,"[10057264, 10076078]"
873,ENSG00000226698,"[27202624, 27204736]"
2853,ENSG00000271546,"[145088039, 145088567]"
1486,ENSG00000225506,"[47562325, 47644943]"
4293,ENSG00000203721,"[200311672, 200343482]"
296,ENSG00000074800,"[8921061, 8939308]"
5204,ENSG00000240963,"[244538402, 244572894]"
5134,ENSG00000233519,"[240563971, 240564423]"
3845,ENSG00000116132,"[170631869, 170708560]"
4218,ENSG00000238754,"[193026411, 193026545]"
3760,ENSG00000227907,"[167021788, 167027779]"
378,ENSG00000204624,"[11539223, 11597641]"
3110,ENSG00000143412,"[150954493, 150968110]"
2770,ENSG00000198019,"[120926979, 120935937]"
3918,ENSG00000234741,"[173833038, 173838020]"
4138,ENSG00000116679,"[185265520, 185286461]"
2210,ENSG00000226773,"[92668705, 92669548]"
2172,ENSG00000226394,"[90126771, 90126912]"
2599,ENSG00000155366,"[113243728, 113250056]"
2052,ENSG00000224326,"[81000663, 81050048]"
915,ENSG00000231344,"[28065602, 28065950]"
5318,ENSG00000198128,"[248223984, 248224922]"
5131,ENSG00000223694,"[240333455, 240334591]"
4707,ENSG00000226927,"[220533073, 220533525]"
2335,ENSG00000227034,"[99473774, 99474030]"
3820,ENSG00000174175,"[169558087, 169599431]"
956,ENSG00000197989,"[28905050, 28909495]"
1887,ENSG00000207504,"[68006810, 68006916]"
5354,ENSG00000229663,"[249065834, 249067991]"
3717,ENSG00000230748,"[165466961, 165467585]"
4027,ENSG00000264916,"[179869397, 179869697]"
1182,ENSG00000163877,"[38000050, 38019903]"
5348,ENSG00000187701,"[248813232, 248814185]"
4602,ENSG00000229983,"[212341549, 212363601]"
4452,ENSG00000163545,"[205271187, 205290883]"
1423,ENSG00000234315,"[45535649, 45536101]"
5337,ENSG00000271934,"[248661609, 248661929]"
2400,ENSG00000233359,"[102665295, 102855186]"
2892,ENSG00000198658,"[146076838, 146080009]"
3596,ENSG00000026751,"[160709037, 160724611]"
1722,ENSG00000162407,"[56960419, 57110974]"
1667,ENSG00000116205,"[54519260, 54578192]"
2884,ENSG00000215860,"[145924388, 145942619]"
2994,ENSG00000222854,"[148913273, 148913382]"
4763,ENSG00000235428,"[223741977, 223742862]"
886,ENSG00000214973,"[27527325, 27527964]"
4056,ENSG00000272198,"[181060245, 181062035]"
5127,ENSG00000217327,"[240175946, 240176526]"
333,ENSG00000241326,"[10043199, 10044626]"
153,ENSG00000203301,"[2143360, 2145620]"
721,ENSG00000215906,"[23279536, 23291831]"
373,ENSG00000207451,"[11286311, 11286417]"
312,ENSG00000049239,"[9294834, 9331396]"
1849,ENSG00000235804,"[65543096, 65543814]"
1622,ENSG00000116171,"[53392901, 53517375]"
42,ENSG00000185097,"[621059, 622053]"
2693,ENSG00000221425,"[117447772, 117447916]"
4618,ENSG00000162771,"[212797789, 212800120]"
417,ENSG00000226166,"[12752925, 12753036]"
4858,ENSG00000227711,"[227698297, 227708178]"
4753,ENSG00000154309,"[222988406, 223179337]"
5250,ENSG00000260855,"[246935603, 246939074]"
4998,ENSG00000116991,"[232533711, 232697304]"
704,ENSG00000271428,"[22394833, 22395320]"
732,ENSG00000215381,"[23571258, 23571717]"
944,ENSG00000130766,"[28586038, 28609002]"
3614,ENSG00000228917,"[161054255, 161057361]"
1806,ENSG00000237163,"[63370851, 63371153]"
1018,ENSG00000206981,"[31970419, 31970525]"
907,ENSG00000235912,"[27975930, 27976121]"
1693,ENSG00000006555,"[55245385, 55266940]"
2791,ENSG00000242676,"[142697653, 142729971]"
4368,ENSG00000228288,"[202780082, 202781284]"
519,ENSG00000234607,"[16296127, 16296689]"
814,ENSG00000162430,"[26126667, 26144713]"
818,ENSG00000223474,"[26145212, 26147288]"
3449,ENSG00000027869,"[156776035, 156786654]"
4830,ENSG00000238545,"[226491963, 226492064]"
1522,ENSG00000232514,"[48962935, 48963408]"
1638,ENSG00000162385,"[53692564, 53704282]"
5273,ENSG00000235818,"[247400170, 247401259]"
3557,ENSG00000158710,"[159887897, 159895522]"
5044,ENSG00000258082,"[235115394, 235116551]"
1700,ENSG00000233271,"[55446623, 55457947]"
3526,ENSG00000213088,"[159173097, 159176290]"
3734,ENSG00000226292,"[165991452, 165992264]"
3046,ENSG00000183598,"[149784826, 149785236]"
1883,ENSG00000081985,"[67773047, 67862583]"
2592,ENSG00000007341,"[113066140, 113163447]"
379,ENSG00000235643,"[11669588, 11673412]"
3775,ENSG00000198771,"[167599330, 167675486]"
4003,ENSG00000225711,"[179190073, 179191260]"
2251,ENSG00000224093,"[94057756, 94071130]"
4439,ENSG00000163531,"[204797779, 204991950]"
2148,ENSG00000241975,"[89294785, 89295102]"
3726,ENSG00000215838,"[165667987, 165679205]"
2144,ENSG00000237505,"[89003196, 89150887]"
2566,ENSG00000233337,"[111980136, 111980659]"
1803,ENSG00000235545,"[63154153, 63176365]"
3621,ENSG00000224985,"[161123550, 161129139]"
3967,ENSG00000202609,"[176998499, 176998581]"
1594,ENSG00000223429,"[52627858, 52628698]"
4328,ENSG00000264802,"[201688636, 201688755]"
4890,ENSG00000231563,"[228595082, 228597395]"
1706,ENSG00000265822,"[55691314, 55691396]"
5269,ENSG00000263568,"[247365269, 247365362]"
3790,ENSG00000206880,"[168232613, 168232719]"
1820,ENSG00000088035,"[63833261, 63904233]"
2562,ENSG00000236012,"[111922913, 111923193]"
2559,ENSG00000232240,"[111866455, 111866697]"
4208,ENSG00000090104,"[192544857, 192549161]"
1582,ENSG00000169213,"[52373628, 52456436]"
2547,ENSG00000225672,"[111550322, 111558152]"
319,ENSG00000188807,"[9648932, 9674935]"
4321,ENSG00000224536,"[201476369, 201502736]"
3364,ENSG00000143630,"[155247374, 155259639]"
1763,ENSG00000172456,"[59762310, 60233347]"
2843,ENSG00000168614,"[144811744, 144830413]"
4944,ENSG00000201492,"[229685652, 229685769]"
4717,ENSG00000225782,"[220835813, 220836458]"
5068,ENSG00000235761,"[235705459, 235705690]"
2141,ENSG00000270507,"[88778836, 88778985]"
213,ENSG00000229280,"[4235588, 4235959]"
4866,ENSG00000230005,"[227931532, 227934892]"
4433,ENSG00000170382,"[204586298, 204654861]"
3497,ENSG00000198965,"[158449668, 158450675]"
803,ENSG00000183726,"[25664408, 25688852]"
4132,ENSG00000213051,"[185195940, 185196832]"
105,ENSG00000175756,"[1309110, 1310875]"
4458,ENSG00000224717,"[205425057, 205438152]"
4946,ENSG00000135801,"[229728858, 229761794]"
3805,ENSG00000229612,"[168867374, 168867677]"
2806,ENSG00000229420,"[143245164, 143245590]"
4952,ENSG00000211525,"[230184929, 230184997]"
1465,ENSG00000269956,"[47004368, 47035927]"
2953,ENSG00000202408,"[147806736, 147806886]"
565,ENSG00000186715,"[17081405, 17096732]"
5345,ENSG00000271701,"[248764717, 248765170]"
4345,ENSG00000235811,"[202008979, 202009062]"
2524,ENSG00000227963,"[110828997, 110881793]"
1474,ENSG00000236476,"[47208001, 47208805]"
3236,ENSG00000203782,"[153232176, 153234598]"
2829,ENSG00000271644,"[144043972, 144044082]"
2502,ENSG00000260246,"[110235739, 110236364]"
317,ENSG00000171612,"[9599541, 9645237]"
1200,ENSG00000230610,"[38292232, 38293886]"
2278,ENSG00000223675,"[95051112, 95057853]"
652,ENSG00000215520,"[20852482, 20853244]"
70,ENSG00000272512,"[931346, 933431]"
2658,ENSG00000229101,"[116099447, 116100096]"
1174,ENSG00000207328,"[37669211, 37669317]"
1088,ENSG00000270115,"[33726813, 33727281]"
5324,ENSG00000171180,"[248402231, 248403166]"
410,ENSG00000048707,"[12290124, 12572099]"
4064,ENSG00000179930,"[182023705, 182030847]"
5249,ENSG00000223519,"[246935139, 246993361]"
2386,ENSG00000238296,"[101694220, 101694321]"
2091,ENSG00000232622,"[85101841, 85102789]"
4635,ENSG00000225233,"[213665644, 213719790]"
601,ENSG00000009709,"[18957500, 19075360]"
3013,ENSG00000237503,"[149340659, 149341066]"
4792,ENSG00000162923,"[224572845, 224624735]"
2219,ENSG00000223787,"[93046033, 93046378]"
2465,ENSG00000121940,"[109472130, 109506111]"
837,ENSG00000175087,"[26437664, 26452034]"
3325,ENSG00000270361,"[154909846, 154910535]"
624,ENSG00000239027,"[19858664, 19858768]"
1627,ENSG00000236360,"[53458868, 53459374]"
806,ENSG00000188672,"[25688740, 25756683]"
4978,ENSG00000119283,"[231297858, 231357302]"
3115,ENSG00000143443,"[151020216, 151024462]"
637,ENSG00000188257,"[20301925, 20306932]"
423,ENSG00000228338,"[12882549, 12883022]"
4823,ENSG00000225518,"[226271340, 226277993]"
1996,ENSG00000264686,"[77183825, 77183926]"
4472,ENSG00000174502,"[205882176, 205912588]"
4620,ENSG00000237980,"[212827341, 212838776]"
2486,ENSG00000162650,"[110026101, 110035426]"
150,ENSG00000182873,"[2113233, 2115828]"
3109,ENSG00000231073,"[150945599, 150948010]"
1580,ENSG00000212174,"[52331305, 52331381]"
626,ENSG00000270136,"[19923473, 19984549]"
3002,ENSG00000252826,"[149215166, 149215300]"
4601,ENSG00000252879,"[212272863, 212273018]"
3796,ENSG00000237658,"[168433452, 168464882]"
3481,ENSG00000231666,"[158101834, 158110429]"
143,ENSG00000178821,"[1849029, 1850712]"
4813,ENSG00000196187,"[226033237, 226070069]"
2574,ENSG00000116473,"[112084840, 112259313]"
4662,ENSG00000229841,"[217665317, 217667625]"
4014,ENSG00000251875,"[179545403, 179545484]"
1880,ENSG00000221733,"[67705123, 67705210]"
3452,ENSG00000187800,"[156863490, 156886226]"
3605,ENSG00000158764,"[160914815, 160924589]"
3342,ENSG00000202027,"[155092966, 155093074]"
5142,ENSG00000234872,"[240817541, 240817925]"
2171,ENSG00000271949,"[90098699, 90398809]"
4975,ENSG00000221290,"[231155574, 231155670]"
2780,ENSG00000224857,"[121315744, 121322322]"
4720,ENSG00000186205,"[220960101, 220987735]"
2832,ENSG00000235398,"[144275918, 144341756]"
5339,ENSG00000224521,"[248712057, 248727140]"
2230,ENSG00000207022,"[93311616, 93311739]"
617,ENSG00000053371,"[19630459, 19638640]"
1324,ENSG00000171960,"[43124096, 43142429]"
690,ENSG00000142798,"[22148738, 22263790]"
2288,ENSG00000172339,"[95439963, 95538501]"
3302,ENSG00000143575,"[154244987, 154248351]"
1350,ENSG00000234694,"[43820355, 43824329]"
2729,ENSG00000238679,"[119801664, 119801764]"
4561,ENSG00000082497,"[210406144, 210419976]"
1187,ENSG00000169218,"[38076951, 38100595]"
1191,ENSG00000200421,"[38203627, 38203726]"
145,ENSG00000233542,"[1944652, 1946969]"
3572,ENSG00000162734,"[160175127, 160185166]"
4420,ENSG00000170498,"[204159469, 204165614]"
3742,ENSG00000229588,"[166304121, 166304999]"
1762,ENSG00000270457,"[59754975, 59755312]"
3800,ENSG00000229757,"[168547891, 168548677]"
4802,ENSG00000143815,"[225589204, 225616627]"
4810,ENSG00000234112,"[225990850, 225991150]"
1834,ENSG00000177414,"[64669310, 64733051]"
5251,ENSG00000227953,"[246939315, 246955687]"
1111,ENSG00000189433,"[35225342, 35229325]"
2127,ENSG00000230721,"[87250596, 87251150]"
4997,ENSG00000242794,"[232358612, 232358891]"
4783,ENSG00000201898,"[224367343, 224367469]"
2277,ENSG00000117525,"[94994781, 95007356]"
3795,ENSG00000215833,"[168418910, 168420449]"
2499,ENSG00000168765,"[110198703, 110208118]"
1824,ENSG00000251720,"[64002382, 64002441]"
2788,ENSG00000225015,"[142660017, 142660749]"
4196,ENSG00000261642,"[191120640, 191123764]"
4386,ENSG00000224671,"[203113092, 203122028]"
3827,ENSG00000239494,"[169828897, 169829193]"
2492,ENSG00000206832,"[110134156, 110134262]"
878,ENSG00000175707,"[27276053, 27286897]"
1455,ENSG00000085999,"[46713360, 46744145]"
391,ENSG00000175206,"[11905766, 11908402]"
4182,ENSG00000271036,"[189005092, 189005575]"
2283,ENSG00000263526,"[95211416, 95211456]"
2714,ENSG00000196505,"[118406107, 118472253]"
2958,ENSG00000202064,"[147860642, 147860803]"
475,ENSG00000252151,"[14450728, 14450830]"
1694,ENSG00000237453,"[55258558, 55260578]"
1295,ENSG00000171793,"[41445007, 41478235]"
2092,ENSG00000117155,"[85109390, 85156486]"
3050,ENSG00000183558,"[149813505, 149814478]"
1137,ENSG00000020129,"[36023074, 36032875]"
2072,ENSG00000237076,"[84255963, 84267148]"
832,ENSG00000252691,"[26332707, 26332790]"
591,ENSG00000074964,"[17866330, 18024369]"
4658,ENSG00000236292,"[216367393, 216377708]"
3592,ENSG00000235101,"[160639938, 160640769]"
109,ENSG00000242485,"[1337288, 1342693]"
4318,ENSG00000224818,"[201433511, 201434274]"
1052,ENSG00000182866,"[32716840, 32751766]"
1311,ENSG00000044012,"[42619092, 42621495]"
668,ENSG00000233072,"[21330043, 21330427]"
253,ENSG00000228750,"[6784697, 6790072]"
5168,ENSG00000222120,"[242297574, 242297683]"
2690,ENSG00000223489,"[117282603, 117285231]"
4641,ENSG00000143499,"[214454445, 214510474]"
5045,ENSG00000233018,"[235260502, 235260727]"
843,ENSG00000236155,"[26536232, 26556331]"
4159,ENSG00000233196,"[186549647, 186550323]"
4509,ENSG00000238401,"[207212039, 207212145]"
3374,ENSG00000207144,"[155389188, 155389291]"
3394,ENSG00000252808,"[155895749, 155895877]"
884,ENSG00000090020,"[27425306, 27493472]"
4547,ENSG00000008118,"[209757062, 209787283]"
3996,ENSG00000186283,"[179050512, 179067158]"
4752,ENSG00000228106,"[222988364, 223010726]"
1879,ENSG00000253074,"[67661823, 67661926]"
1485,ENSG00000225154,"[47540450, 47541651]"
2417,ENSG00000187733,"[104293028, 104301312]"
2737,ENSG00000203858,"[119981624, 119988709]"
2267,ENSG00000233482,"[94610667, 94611175]"
4173,ENSG00000222240,"[188124970, 188125311]"
3368,ENSG00000160753,"[155290687, 155300905]"
2808,ENSG00000225010,"[143342844, 143343247]"
869,ENSG00000060642,"[27113963, 27124889]"
2468,ENSG00000244716,"[109534878, 109535489]"
3893,ENSG00000229785,"[172717700, 172718642]"
450,ENSG00000207511,"[13384735, 13384841]"
5115,ENSG00000215808,"[238643684, 238649323]"
1979,ENSG00000230863,"[76107031, 76107772]"
696,ENSG00000142789,"[22328149, 22339032]"
1741,ENSG00000230546,"[58550091, 58550231]"
3718,ENSG00000162763,"[165513244, 165533198]"
811,ENSG00000225643,"[25907969, 25916847]"
3284,ENSG00000143543,"[153946745, 153950164]"
2189,ENSG00000122482,"[91380859, 91487829]"
5006,ENSG00000135749,"[233119181, 233431459]"
5145,ENSG00000226919,"[240928857, 240931980]"
